respondent_state,investor_home_state,economic_sector,summary_of_dispute,amount_claimed_musd,year,"Primary - A - Agriculture, forestry and fishing",Primary - B - Mining and quarrying,Secondary - C - Manufacturing,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Tertiary - E - Water supply; sewerage, waste management and remediation activities",Tertiary - F - Construction,Tertiary - G - Wholesale and retail trade; repair of motor vehicles and motorcycles,Tertiary - H - Transportation and storage,Tertiary - I - Accommodation and food service activities,Tertiary - J - Information and communication,Tertiary - K - Financial and insurance activities,Tertiary - L - Real estate activities,"Tertiary - M - Professional, scientific and technical activities",Tertiary - N - Administrative and support service activities,Tertiary - O - Public administration and defence; compulsory social security,Tertiary - Q - Human health and social work activities,"Tertiary - R - Arts, entertainment and recreation",Tertiary - S - Other service activities
GTM,ESP,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of Guatemala’s electricity regulator decision to set tariffs for the electricity company in which the claimant had an investment based on an independently commissioned technical study rather than on a study commissioned by the electricity company, during the process of review and pricing of electricity distribution tariffs for the five-year period 2008-2013.",,2009,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
JOR,KWT,Tertiary - F - Construction,"Claims arising out of the alleged unlawful termination by the Government of an implementation agreement concluded between Jordan and its Public Transport Regulatory Commission with the claimant to build, operate, and transfer a light railway system (the LRS Project) connecting the Jordanian cities of Amman and Zarqa.",,2009,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
ARG,GBR,"Tertiary - M - Professional, scientific and technical activities",Claims arising out of Argentina's alleged non-payment of invoices to the investor under a contract in which ICS was to provide auditing services in relation to a government-sponsored scheme to inspect imports bound for the country before they were shipped.,,2009,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
GEO,USA; NLD,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of the alleged restructuring of significant gas debts owed by Georgian state-owned entities to Itera and actions subsequently taken by Georgia that rendered the claimants’ investments valueless, including the bankruptcy proceedings of a chemical fertilizer plant in the city of Rustavi in which Itera had acquired a majority shareholding.",,2009,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
KAZ,NLD,Tertiary - K - Financial and insurance activities,"Claims arising out of the Government's alleged forced nationalization of claimant's interest in BTA Bank, by means of Kazakhstan's acquisition of around 75 per cent of the shares of BTA through the National Welfare Fund Samruk-Kazyna.",,2009,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
DZA,DNK,Primary - B - Mining and quarrying,"Claims arising out of the Government's imposition of a windfall tax collected by the Algerian national oil company, Sonatrach S.P.A., which allegedly contravened the terms of a production sharing contract previously concluded between the investor and Sonatrach.",,2009,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
YEM,ARE,Tertiary - J - Information and communication,"Claims arising out of alleged discriminatory treatment by the Government in favour of the State-controlled mobile phone operator Yemen Mobile and Yemen's alleged refusal to grant claimants exemptions on profits' tax and customs duties on machinery and equipment transported into the country, in connection with the operation of a system for mobile communications (GSM) network in which the claimants had invested.",,2009,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
SLV,USA,Primary - B - Mining and quarrying,Claims arising out of the Government's refusal to issue necessary mining licences for Pacific Rim’s El Dorado gold mining project in northern El Salvador due to alleged environmental concerns including the company’s use of certain chemicals in the extraction process.,,2009,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CRI,DEU,Tertiary - L - Real estate activities,Claims arising out of Mr. Unglaube's alleged investment in the ecotourism industry in Costa Rica through the acquisition of land for the development of a tourism project and its subsequent alleged expropriation by the Costa Rican Government.,,2009,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
POL,FRA,Secondary - C - Manufacturing,"Claims arising out of the Government's withdrawal of Servier’s marketing authorisations for certain medicines, in the context of Poland’s accession to the European Union and its enactment of a series of legislative and administrative reforms to harmonise its regulation of pharmaceuticals with that of the European Union.",,2009,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MKD,CHE,Secondary - C - Manufacturing,"Claims arising out of a share sale agreement concluded between Swisslion and Macedonia under which the investor acquired a controlling stake in Agroplod AD Resen, a Macedonian food production company, and subsequent Government's measures leading to the termination of such agreement and ordering the transfer of claimant's Agropold shares to a State Ministry without compensation.",,2009,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ARG,ESP,Tertiary - H - Transportation and storage,"Claims arising out of the Government's alleged re-nationalization and taking of other measures regarding claimants' investments in two Argentine airlines, Aerolíneas Argentinas S.A. and Austral-Cielos del Sur S.A., and subsequent disagreements between the parties as to the remedy due to claimants for the expropriation of their shares in those airlines.",,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ECU,USA,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of several Government measures that allegedly altered the legal and regulatory framework governing the power sector in Ecuador, including the payment system applicable to private thermoelectric generators like Ulysseas, and the State's subsequent withdrawal of claimant's operating permit due to alleged contractual breaches.",,2009,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DEU,SWE,"Tertiary - D - Electricity, gas, steam and air conditioning supply",Claims arising out of the conduct of the Hamburg government authorities relating to the administrative procedure for the issuing of permits for a new power plant being constructed by Vattenfall Generation at the site of a former plant located at Hamburg-Moorburg.,,2009,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CZE,DEU,"Tertiary - R - Arts, entertainment and recreation",Claims arising out of the alleged forced bankruptcy and takeover of claimant's investment in the Cihelna golf course in the Northwest of the Czech Republic.,,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
SVK,NLD,Tertiary - K - Financial and insurance activities,Claims arising out of various legislative measures introduced by Slovakia that allegedly constituted a systematic reversal of the previous liberalisation of the Slovak health insurance market that had prompted the claimant to invest in the Slovak Republic’s health insurance sector.,,2008,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
BOL,LUX,"Tertiary - D - Electricity, gas, steam and air conditioning supply",Claims arising out of the alleged Government's expropriation of shares in the natural gas pipeline Transporte de Hidrucarburos S.A. (Transredes) in which AEI held a 25 per cent stake.,,2008,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TUR,NLD,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of a concession to develop, finance, construct, own, operate and transfer a combined cycle power plant in Turkey and a number of legislative changes in 2000 concerning infrastructure projects in Turkey.",,2008,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TJK,AUT,Primary - B - Mining and quarrying,"Claims arising out of the Government's alleged failure to ensure the issuance of licenses pursuant to several hydrocarbon exploration agreements concluded between Mr. Al-Bahloul and Tajikistan's State Committee for Oil and Gas for four areas (Rengan, Sargazon, Yalgyzkak and East Soupetau) in Tajikistan.",,2008,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SVK,CHE,Tertiary - K - Financial and insurance activities,"Claims arising out of alleged actions by the Slovak judiciary, particularly the Regional Court of Bratislava, preventing the claimant to enforce certain credits it had acquired towards a Slovak debtor.",,2008,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
ARG,ITA,Tertiary - K - Financial and insurance activities,"Claims arising out of Argentina's enactment of legislation concerning the restructuring of its public debt, leading to the Government's default in sovereign bonds in late 2001, and circumstances surrounding its 2005 settlement with foreign holders of its defaulted bonds.",,2008,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
USA,CAN,Secondary - C - Manufacturing,"Claims arising out of alleged errors committed by U.S. agencies and federal courts in interpreting federal law, in the course of the investor's efforts to bring new generic drugs to market in the United States.",,2008,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
JOR,TUR,Tertiary - F - Construction,"Claims arising out of the annulment by the Jordanian courts of an arbitral award rendered in favour of the claimant following a dispute arising from the collapse of a dike constructed by ATA for the Arab Potash Company, an entity based in Jordan and controlled by the respondent.",,2008,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
SVK,AUT,Tertiary - H - Transportation and storage,Claims arising out of the alleged Government's liability for debts of a Slovakian airline in which the claimant had invested and that ceased to operate amidst financial problems.,,2008,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
UKR,USA,Tertiary - F - Construction,"Claims arising out of the termination of a contract entered into between the investors and a Ukranian university for the development of a facility comprising a hotel, sports facilities, conference rooms and a research training centre, through conduct of Ukrainian courts, the Ministry of Justice, and the Education Control Division of the General Control and Revision Office of Ukraine.",,2008,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
ECU,USA,Primary - B - Mining and quarrying,"Claims arising out of Ecuador's enactment of a law imposing a 99 per cent windfall levy on foreign oil revenues as a result of an oil spike starting in 2002, the Government's decision to migrate to service contracts and the subsequent caducidad process to terminate the investor's production sharing agreements.",,2008,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
KAZ,USA,Primary - B - Mining and quarrying,Claims arising out of the termination by the Government of Caratube’s licence to an oilfield in Kazakhstan and allegations that the investor had been continuously harassed by the authorities.,,2008,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
VEN,NLD,Secondary - C - Manufacturing,"Claims arising out of the Government's 2008 nationalization of foreign-owned cement companies in Venezuela, including the claimants, and disagreements over the amount of compensation owed to CEMEX.",,2008,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CAN,USA,Primary - B - Mining and quarrying,"Claims arising out of the Government's rejection of the investors' project to operate a quarry and marine terminal in the Canadian province of Nova Scotia, following a negative environmental assessment process.",,2008,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CZE,NOR,Secondary - C - Manufacturing,"Claims arising out of the alleged Government's withdrawal of a bank loan agreement concluded with the investor which led to the declaration of bankruptcy of its company, and the alleged numerous irregular motions by Czech officials during the bankruptcy proceedings.",,2008,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
UKR,DEU,Secondary - C - Manufacturing,"Claims arising out of the alleged misappropriation of diesel and raw materials by a State-owned petrochemical company which were supplied by the investor, and the investor's subsequent failure to collect an ICC award in its favour against such company in Ukrainian courts.",,2008,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SVK,NLD,Tertiary - K - Financial and insurance activities,"Claims arising out of the Government's adoption of a number of changes and amendments to the laws on health insurance since 2007, including an Act by which health insurance companies were prohibited from distributing profits and made subject to a cap on their permissible administrative expenses.",,2008,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
ARG,ITA,Tertiary - F - Construction,"Claims arising out of Argentina's enactment of a 'pesification' law, the freeze on toll rates, among other measures adopted during its 2001-2002 economic crisis, allegedly affecting claimant's investment in a highway construction project to build and manage roads to the city of Córdoba.",,2008,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
UKR,DEU,Tertiary - H - Transportation and storage,"Claims arising out of a series of contracts concluded between a State-owned education institution of Ukraine and the claimants concerning the use of a windjammer sail training ship and subsequent disagreements regarding the operation of the contracts, including financing options for the reconstruction of the ship, followed by a Government's decision prohibiting the ship to leave Ukrainian territorial waters until clarification of matters relating to its joint operation.",,2008,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
LBY,CHE,Tertiary - F - Construction,"Claims arising out of the Government’s alleged failure to uphold the terms of a 2005 settlement agreement between the claimant and the Government related to construction contracts for road, water, sewage and lighting infrastructure, including the non-payment of CHF 13 million of the 31 million settlement sum.",,2008,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
CZE,DEU,"Primary - A - Agriculture, forestry and fishing",Claims arising out of the Government's alleged misconduct concerning a failed 2005 tender for the privatization of the State's forests.,,2008,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GEO,NLD; USA,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of the alleged restructuring of significant gas debts owed by Georgian state-owned entities to Itera and actions subsequently taken by Georgia that rendered the claimants’ investments valueless, including the bankruptcy proceedings of a chemical fertilizer plant in the city of Rustavi in which Itera had acquired a majority shareholding.",,2008,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GEO,USA,"Tertiary - G - Wholesale and retail trade; repair of motor vehicles and motorcycles;
Tertiary - I - Accommodation and food service activities",Claims arising out of the alleged seizure of claimant's business premises in Tbilisi by officers from the Georgian Interior Department.,,2008,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
GEO,TUR,Tertiary - F - Construction,"Claims arising out of the alleged termination of Karmer Marble's contract to build a highway linking the cities of Batumi and Kobuleti in the Georgian region of Adjara and its replacement by a local company, in the context of Georgia's Rose Revolution.",,2008,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
EGY,GBR,"Tertiary - F - Construction;
Tertiary - H - Transportation and storage;
Tertiary - H - Transportation and storage",Claims arising out of the Government's rescission of a contract for the construction and operation of the Ras Sudr international airport in Sinai.,,2008,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
CRI,DEU,Tertiary - L - Real estate activities,Claims arising out of Mrs. Unglaube's alleged investment in the ecotourism industry in Costa Rica through the acquisition of land for the development of a tourism project and its subsequent alleged expropriation by the Costa Rican Government.,,2008,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
POL,CYP,"Primary - B - Mining and quarrying;
Tertiary - G - Wholesale and retail trade; repair of motor vehicles and motorcycles",Claims arising out of the Government's implementation of a European Union Directive calling for an increase in the mandatory fuel reserves held by firms and its alleged negative impact upon Mercuria's Polish subsidiary J&S Energy engaged in the importation of fuel.,,2008,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
SEN,NLD,Tertiary - J - Information and communication,Claims arising out of the Government's issuance of a decree revoking a 20-year telecommunications license that had been granted to Milicom's local subsidiary Sentel by a previous administration.,,2008,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
ECU,USA,Primary - B - Mining and quarrying,"Claims arising out of Ecuador's enactment of Law No. 42 imposing a 99 per cent windfall levy on foreign oil revenues that allegedly resulted in the expropriation of Murphy's investment in Block 16 of the Ecuadorian Amazon, an oil-rich region bordering Peru and Brazil.",,2008,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CZE,DEU,"Tertiary - E - Water supply; sewerage, waste management and remediation activities","Claims arising out of alleged undue delay to which Mr. Nepolsky's bid for a water extraction license was subjected, and alleged discrimination in favour of two other investors interested in extracting underground water in the same Czech area.",,2008,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
VEN,CAN,Primary - B - Mining and quarrying,Claims arising out of the alleged Government's termination of Nova Scotia Power Incorporated’s right to receive up to 1.7 million metric tons of coal at fixed prices from the Paso Diablo coal mine in Venezuela.,,2008,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CZE,CHE,"Tertiary - E - Water supply; sewerage, waste management and remediation activities","Claims arising out of alleged refusals to honour guarantees made by the Environment Ministry to claimant's investment, including the firm's declaration of bankruptcy and the failure to build a waste incinerator at issue.",,2008,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
GAB,LUX,Tertiary - H - Transportation and storage,"Claims arising out of the Government's termination of a concession to manage the Owendo and Port-Gentil seaports in Gabon, and the subsequent sale of assets of the Gabonese company holding such concession in which the claimant had invested.",,2008,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ECU,BHS,Primary - B - Mining and quarrying,Claims arising out of Ecuador's enactment of Law No. 42 imposing a 99 per cent windfall levy on foreign oil revenues that allegedly resulted in the expropriation of Perenco's investment in Blocks 7 and 21 situated in the Ecuadorian Amazon region; particularly by depriving Perenco of its contractual right to an agreed participation percentage of the crude oil produced in the Blocks.,,2008,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CRI,CAN,"Primary - A - Agriculture, forestry and fishing","Claims arising out of the Government's alleged failure to enforce its laws for the protection of private property; particularly, its failure to address the continuing illegal trespass on claimants’ citrus farm holdings located in Costa Rica, causing damages to the investors' farm landholdings.",,2008,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
UKR,GIB,"Tertiary - D - Electricity, gas, steam and air conditioning supply",Claims arising out of the alleged non-enforcement in the territory of Ukraine of a judgment rendered by the Commercial Court of Saint Petersburg and the Leningrad Region in favour of Remington regarding unpaid debts owed under a sales contract by the Ukrainian state enterprise National Nuclear Energy Generating Company “Energoatom”.,,2008,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
UKR,RUS,Primary - B - Mining and quarrying,Claims arising out of the Government's taking of claimant's shares in the Ukrainian oil refinery “Ukrtatnafta” followed by the physical takeover of such company.,,2008,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POL,DEU,Primary - B - Mining and quarrying,Claims arising out of the alleged expropriation and discriminatory treatment to claimant's investment in the privatized company Przedsiębiorstwo Kamienia Budowlanego engaged in the Polish stone industry in Radków.,,2008,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IRN,TUR,Tertiary - J - Information and communication,"Claims arising out of Turkcell's participation in a tender process concerning a private GSM license in Iran and a change in Iranian's legislation preventing Turkcell to operate the project it had tendered for by requiring that the GSM license had to be run by a company which was majority owned by a domestic Iranian company, and Iran's subsequent assignment of the project to another operator.",,2008,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
ARG,ITA,Tertiary - K - Financial and insurance activities,"Claims arising out of Argentina's enactment of legislation concerning the restructuring of its public debt, leading to the Government's default in sovereign bonds in late 2001, and circumstances surrounding its 2005 settlement with foreign holders of its defaulted bonds.",,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
HRV,AUT,"Tertiary - R - Arts, entertainment and recreation","Claims arising out of the termination of the claimant's concession to operate casinos and gambling halls in Croatia, in the context of Croatia's war of independence in 1991.",,2007,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
HUN,GBR,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of the Government's reintroduction in 2006 and 2007 of administrative pricing pursuant to two Price Decrees (after administrative prices had been abolished as of 1 January 2004), and the alleged resulting loss of revenue to the investor.",,2007,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BIH,AUT,Secondary - C - Manufacturing,Claims arising out the alleged Government's failure to prevent a local State-owned company from breaching a long-term supply agreement with ALAS’s local subsidiary.,,2007,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ARG,ITA,Tertiary - K - Financial and insurance activities,"Claims arising out of Argentina's enactment of legislation concerning the restructuring of its public debt, leading to the Government's default in sovereign bonds in late 2001, and circumstances surrounding its 2005 settlement with foreign holders of its defaulted bonds.",,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
UKR,AUT,"Tertiary - F - Construction;
Tertiary - I - Accommodation and food service activities","Claims arising out of the investor's modernization of a four star hotel complex in Kiev followed by Ukraine's alleged expropriation of the hotel by turning it into a public corporation and transferring its assets, co-owned by the respondent, to a company solely owned by Ukraine without compensation.",,2007,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
CRI,CAN,Tertiary - K - Financial and insurance activities,"Claims arising out of the alleged Government's failure to provide proper vigilance and governmental regulatory supervision over the national financial system, which led the 137 individual claimants to lose their deposits made in a Costa Rican business acting under a Ponzi scheme.",,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
PRY,NLD,"Tertiary - M - Professional, scientific and technical activities","Claims arising out of Paraguay's alleged non-payment of invoices to the investor under a contract in which Bureau Veritas was to provide pre-shipment inspection support to the Paraguayan Customs Agency, to assist the collection of import duties.",,2007,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
ETH,FRA,Tertiary - H - Transportation and storage,"Claims arising out of the investor's failure to enforce an ICC arbitral award in Ethiopian courts relating to outstanding payments for equipment delivered by the claimant under a railroad maintenance contract concluded with a partly Ethiopian-owned enterprise, Chemin de Fer Djibouti-Ethiopien.",,2007,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
VEN,NLD,Primary - B - Mining and quarrying,"Claims arising out of Venezuela's nationalization of three oil projects in which the claimants had interests, after having increased their applicable royalty rate and income tax.",,2007,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
USA,CAN,Tertiary - G - Wholesale and retail trade; repair of motor vehicles and motorcycles,"Claims arising out of certain U.S. antidumping and countervailing duty investigations with respect to softwood lumber products imported from Canada into the United States, as well as the Continued Dumping and Subsidy Offset Act of 2000, and the 2006 Softwood Lumber Agreement between the United States and Canada.",,2007,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
HUN,BEL,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of Hungary's termination of a power purchase agreement concluded with the investor, allegedly as part of the State's program for liberalizing its electricity market to comply with EU laws on State aid.",,2007,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
VEN,NLD,Primary - B - Mining and quarrying,"Claims arising out the investor's refusal to sign an amended contract which would allegedly grant a majority stake in its oil venture to the Venezuelan State and the subsequent seizure of its assets and the Government's nationalization of the Dación oil field in which the claimant, a Dutch subsidiary of Italy's oil and gas company Eni Spa, had invested.",,2007,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BOL,NLD,Tertiary - J - Information and communication,Claims arising out of the Government's transfer of claimant's 50 per cent stake in the Bolivian telecoms company Entel to the State after the company was nationalized in 2007.,,2007,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
TUR,POL,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of the seizure of two Turkish utility companies, Cukarova Elektrik Anonim Sirketi and Kepez Elektrik Turk Anonim Sirketi, in respect of which the claimant held shares and the cancellation of electricity generation and distribution concession agreements between the latter two entities and Turkey.",,2007,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ZAF,ITA; LUX,Primary - B - Mining and quarrying,"Claims arising out of the alleged extinction of certain old order mineral rights held by the claimants by the entry into force of the Mineral and Petroleum Resources Development Act, and the introduction of compulsory equity divestiture requirements with respect to the investors' shares in certain operating companies.",,2007,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CZE,CAN,Secondary - C - Manufacturing,"Claims arising out of the alleged wrongful failure of Czech courts to recognise and enforce an interim and final award in claimant's favour, relating to alleged breaches of a shareholder agreement concluded with a Czech company for a joint venture project in the aviation manufacturing industry in the Czech Republic.",,2007,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GEO,ISR,Tertiary - H - Transportation and storage,"Claims arising out of a Government's decree cancelling the concession rights of an investment vehicle in which Mr. Ioannis Kardassopoulos and Mr. Ron Fuchs held interests, devoted to the development of an oil pipeline to transport oil and gas from Azerbaijan to the Black Sea.",,2007,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
CAN,USA,"Tertiary - E - Water supply; sewerage, waste management and remediation activities","Claims arising out of Mr. Gallo’s Canadian company ownership of a former open-pit iron ore mine (the Adams Mine Site) that was intended to serve as a landfill for non-hazardous household and commercial waste from the City of Toronto and the Ontario Legislature’s imposition of Bill 49, which prevented disposal of waste at the Adams Mine Site.",,2007,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ARM,USA,Primary - B - Mining and quarrying,"Claims arising out of the decision of Armenia's Ministry of Environment to deny Global Gold the renewal of old mining licenses and the refusal to grant it new licenses, to which the investor considered it was entitled.",,2007,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GHA,DEU,Secondary - C - Manufacturing,"Claims arising out of a joint venture between the claimant and a Ghanaian statutory company to renovate a cocoa bean processing factory in Takoradi, west Ghana, and alleged breaches of the parties' joint-venture agreement.",,2007,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ARG,DEU,Tertiary - F - Construction,"Claims arising out of Argentina's enactment of a 'pesification' law, among other measures during its 2001-2002 economic crisis, allegedly affecting the investor's interests in a consortium responsible for the construction, maintenance and operation of a toll road and several bridges between the cities of Rosario and Victoria over the Paraná river in northern Argentina.",,2007,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
ARG,ITA,"Tertiary - E - Water supply; sewerage, waste management and remediation activities;
Tertiary - E - Water supply; sewerage, waste management and remediation activities",Claims arising out of Argentina's alleged interference with the tariff regime applicable to claimant's investment and other alleged breaches of obligations under the relevant concession agreement through the enactment of emergency measures during its 2001-2002 economic crisis.,,2007,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CZE,NLD,Tertiary - K - Financial and insurance activities,Claims arising out of the alleged withdrawal by the Czech Republic of previous commitments to provide State support to the foreign-owned bank.,,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
LTU,RUS,Tertiary - L - Real estate activities,Claims arising out of the seizure of a Lithuanian-based building owned by the Kaliningrad regional government by order of Lithuanian courts enforcing a LCIA arbitral award previously rendered against the claimant.,,2007,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
UKR,GRC,Secondary - C - Manufacturing,Claims arising out of the investors' purchase of a series of vessels from a now-insolvent Ukrainian shipyard and alleged expropriatory acts by the Government in relation to such purchases.,,2007,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
KAZ,NLD,Primary - B - Mining and quarrying,Claims arising out of the transfer of claimants' license to explore and extract hydrocarbons in the Liman block in Western Kazakhstan.,,2007,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CAN,USA,Primary - B - Mining and quarrying,"Claims arising out of changes in the regulatory regime applicable to the exploitation of two oil fields located off the coast of Newfoundland and Labrador in which the claimants had invested; particularly, the imposition of research and development expenditure requirements by the Canadian province of Newfoundland.",,2007,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
VEN,BHS; USA; NLD,Primary - B - Mining and quarrying,Claims arising out of Venezuela's nationalization of two oil projects in which the claimants had interests known as the Cerro Negro Project and La Ceiba Project (after having increased their applicable royalty rate and income tax) and subsequent disagreements between the parties concerning the amount of compensation owed to the investor.,,2007,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ALB,GRC,Tertiary - F - Construction,"Claims arising out of the overrun and ransack of the investor's road work site in Albania during severe civil disturbances in 1997, and the alleged Government's refusal to grant him compensation despite the existence of contractual clauses under which the Albanian General Road Directorate accepted the risk of losses due to civil disturbance.",,2007,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
MNG,RUS,Primary - B - Mining and quarrying,"Claims arising out of the Government's enactment of the law ""On Imposition of Price Increase (Windfall) Taxes on Some Commodities"" which included the sale of gold and the law ""On Minerals"" that allegedly affected claimants' investments in the business of exploring and developing placer gold deposits in Mongolia.",,2007,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GTM,USA,Tertiary - F - Construction,"Claims arising out of a ""Lesivo Opinion"" issued by Guatemala's Attorney General recommending the State to declare void certain usufruct contract concluded with the investor concerning infrastructure and other rail assets to provide railway services in Guatemala.",,2007,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
RUS,ESP,Primary - B - Mining and quarrying,"Claims arising out of a series of actions undertaken by the respondent against Yukos Oil Company, including arrests, large tax assessments and liens, and the auction of the main Yukos facilities, among others, which allegedly led to the bankruptcy of the company and eliminated all value of claimants' American Depository Receipts in Yukos.",,2007,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
